일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금
"2023/05/16","86120","-10","-0.01","86010","86390","86010","24027","2073191610"
"2023/05/15","86130","170","0.20","86150","86300","86130","2191","188815120"
"2023/05/12","85960","-160","-0.19","85700","86170","85700","1542","132680560"
"2023/05/11","86120","60","0.07","85940","86120","85800","1527","131275780"
"2023/05/10","86060","160","0.19","86720","86720","86050","884","76413560"
"2023/05/09","85900","200","0.23","85870","85940","85760","1864","160004410"
"2023/05/08","85700","-650","-0.75","86350","86350","85100","1955","167461370"
"2023/05/04","86350","50","0.06","86500","87800","86350","4773","414330520"
"2023/05/03","86300","1140","1.34","86600","86700","86200","1708","147500290"
"2023/05/02","85160","-40","-0.05","85200","85220","85100","1253","106713860"
"2023/04/28","85200","-400","-0.47","85300","85450","85150","720","61415840"
"2023/04/27","85600","100","0.12","85500","85680","85200","3674","314312040"
"2023/04/26","85500","500","0.59","85800","85800","85500","1090","93326070"
"2023/04/25","85000","400","0.47","84600","85350","84600","2796","237419550"
"2023/04/24","84600","-250","-0.29","84840","84840","84340","3387","286364530"
"2023/04/21","84850","550","0.65","84660","84990","84660","775","65828870"
"2023/04/20","84300","10","0.01","84320","84800","84300","723","61202300"
"2023/04/19","84290","-10","-0.01","84490","84560","84260","1296","109265570"
"2023/04/18","84300","100","0.12","84150","84490","83990","3233","271821000"
"2023/04/17","84200","-800","-0.94","84700","84700","83740","4018","337251580"
"2023/04/14","85000","0","0.00","85150","85270","84700","4965","422168360"
"2023/04/13","85000","-580","-0.68","85780","85780","84730","2077","177467580"
"2023/04/12","85580","1080","1.28","84780","85640","84780","2399","204659930"
"2023/04/11","84500","390","0.46","84110","84500","84100","2560","215776940"
"2023/04/10","84110","-1710","-1.99","85820","85820","83800","5407","455288690"
"2023/04/07","85820","660","0.78","85160","85840","84950","9354","801399140"
"2023/04/06","85160","480","0.57","84680","85380","84680","5440","462710070"
"2023/04/05","84680","1500","1.80","84300","84800","84300","4004","339166630"
"2023/04/04","83180","870","1.06","82510","83280","82510","3770","313074590"
"2023/04/03","82310","20","0.02","82200","82510","82200","4994","411578130"
"2023/03/31","82290","530","0.65","82030","82400","81920","2442","200448030"
"2023/03/30","81760","70","0.09","81810","82000","81760","600","49130060"
"2023/03/29","81690","390","0.48","81980","81980","81610","1109","90657690"
"2023/03/28","81300","-620","-0.76","81570","81570","81300","4230","344476100"
"2023/03/27","81920","-170","-0.21","82090","82340","81910","2828","232227010"
"2023/03/24","82090","950","1.17","81770","82300","81770","6095","500907600"
"2023/03/23","81140","200","0.25","81120","82200","80910","6295","512580920"
"2023/03/22","80940","-1330","-1.62","81990","81990","80800","5687","461712860"
"2023/03/21","82270","-540","-0.65","83000","83000","82100","9246","760895390"
"2023/03/20","82810","2510","3.13","82700","82850","81710","4245","349122530"
"2023/03/17","80300","0","0.00","80000","80300","79940","3026","242596180"
"2023/03/16","80300","1300","1.65","80000","80500","79990","6545","525123450"
"2023/03/15","79000","-420","-0.53","79420","79590","78940","3356","265993000"
"2023/03/14","79420","1220","1.56","78210","79520","78200","22155","1758104000"
"2023/03/13","78200","580","0.75","77800","79050","77800","10448","819126400"
"2023/03/10","77620","830","1.08","77200","77800","76790","8007","621798700"
"2023/03/09","76790","-30","-0.04","76730","76900","76730","635","48804310"
"2023/03/08","76820","-150","-0.19","77000","77100","76540","1285","98672420"
"2023/03/07","76970","100","0.13","76900","77030","76900","1340","103169130"
"2023/03/06","76870","130","0.17","77000","77000","76830","1487","114404110"
"2023/03/03","76740","-130","-0.17","76910","76920","76730","1368","105118310"
"2023/03/02","76870","140","0.18","77200","77200","76760","1558","119798790"
"2023/02/28","76730","230","0.30","76500","76800","76500","3019","231423230"
"2023/02/27","76500","190","0.25","76320","76680","76320","4384","335461350"
"2023/02/24","76310","260","0.34","76010","76480","76010","579","44131130"
"2023/02/23","76050","-600","-0.78","76500","76580","75960","4093","311358900"
"2023/02/22","76650","260","0.34","76580","76720","76570","1941","148811790"
"2023/02/21","76390","10","0.01","76500","76600","76350","1815","138711130"
"2023/02/20","76380","190","0.25","76190","76450","76190","2441","186490540"
"2023/02/17","76190","580","0.77","76100","76200","75940","1797","136827960"
"2023/02/16","75610","-360","-0.47","75960","75960","75520","2102","159147730"
"2023/02/15","75970","90","0.12","75880","76140","75860","1307","99304380"
"2023/02/14","75880","-290","-0.38","76170","76170","75650","1402","106428880"
"2023/02/13","76170","530","0.70","75670","76170","75660","825","62687830"
"2023/02/10","75640","-530","-0.70","75880","75890","75500","1947","147322660"
"2023/02/09","76170","250","0.33","75950","76420","75950","1005","76436170"
"2023/02/08","75920","160","0.21","75660","75920","75600","2873","217704480"
"2023/02/07","75760","260","0.34","75880","75880","75500","1353","102328900"
"2023/02/06","75500","-220","-0.29","75050","75500","74900","2550","191442370"
"2023/02/03","75720","-900","-1.17","75800","75860","75540","7192","544068640"
"2023/02/02","76620","360","0.47","76610","76620","76480","2482","189973420"
"2023/02/01","76260","480","0.63","75790","76300","75790","1537","117173450"
"2023/01/31","75780","-230","-0.30","76020","76160","75780","2141","162723290"
"2023/01/30","76010","-290","-0.38","76300","76680","75890","17076","1298468240"
"2023/01/27","76300","-770","-1.00","76590","76590","76180","4616","352329930"
"2023/01/26","77070","510","0.67","77000","77150","76930","1427","109996240"
"2023/01/25","76560","230","0.30","76330","76850","76300","2721","208708950"
"2023/01/20","76330","580","0.77","76600","76600","76200","1907","145579820"
"2023/01/19","75750","150","0.20","75600","75880","75590","620","46966180"
"2023/01/18","75600","-570","-0.75","76060","76100","75600","2814","213708150"
"2023/01/17","76170","80","0.11","76200","76480","76100","1359","103680280"
"2023/01/16","76090","280","0.37","75810","76320","75810","3807","290032040"
"2023/01/13","75810","270","0.36","75560","75910","75540","1310","99162680"
"2023/01/12","75540","40","0.05","75000","75550","74960","801","60363590"
"2023/01/11","75500","480","0.64","74900","75500","74900","2082","156786900"
"2023/01/10","75020","-280","-0.37","74770","75020","74680","16302","1218461560"
"2023/01/09","75300","300","0.40","75290","75330","75080","877","65995340"
"2023/01/06","75000","-690","-0.91","75690","75690","74740","2411","180794770"
"2023/01/05","75690","160","0.21","75600","76060","75600","1218","92310210"
"2023/01/04","75530","260","0.35","75500","75600","75500","3083","232967860"
"2023/01/03","75270","470","0.63","74900","75350","74890","3468","260725820"
"2023/01/02","74800","660","0.89","74150","74810","74150","2822","211004740"
